Species,SPLIT,ID,SMILES,logki,source
E,0,270,[O-][N+](=O)c1ccc(OP(=O)(OC)OC)cc1,5.64,aa
E,0,271,[O-][N+](=O)c1ccc(OP(=O)(OCC)OCC)cc1,6.09,aa
E,0,633,O=P(OC)(OC)SCN1N=Nc2ccccc2C1=O,5.29,aa
E,0,634,O=P(OCC)(OCC)SCN1N=Nc2ccccc2C1=O,6.12,aa
P,0,250,FP(=O)(OC(C)C)OC(C)C,3.77,aa
P,0,270,[O-][N+](=O)c1ccc(OP(=O)(OC)OC)cc1,4.79,aa
P,0,271,[O-][N+](=O)c1ccc(OP(=O)(OCC)OCC)cc1,5.04,aa
P,0,633,O=P(OC)(OC)SCN1N=Nc2ccccc2C1=O,6.05,aa
P,0,634,O=P(OCC)(OCC)SCN1N=Nc2ccccc2C1=O,5.82,aa
Q,0,250,FP(=O)(OC(C)C)OC(C)C,2.78,aa
Q,0,270,[O-][N+](=O)c1ccc(OP(=O)(OC)OC)cc1,4.15,aa
Q,0,271,[O-][N+](=O)c1ccc(OP(=O)(OCC)OCC)cc1,4.6,aa
Q,0,633,O=P(OC)(OC)SCN1N=Nc2ccccc2C1=O,4.34,aa
Q,0,634,O=P(OCC)(OCC)SCN1N=Nc2ccccc2C1=O,4.61,aa
R,0,741,O=P(OC)(Sc1ccccc1)OC,3.26,qqq
R,0,742,Clc1ccccc1SP(=O)(OC)OC,4.3,qqq
R,0,743,Clc1cc(SP(=O)(OC)OC)ccc1,4.22,qqq
R,0,744,Clc1ccc(SP(=O)(OC)OC)cc1,4.53,qqq
R,0,745,O=P(OC)(Sc1ccccc1C)OC,4.41,qqq
R,0,746,O=P(OC)(Sc1cc(C)ccc1)OC,3.94,qqq
R,0,747,O=P(OC)(Sc1ccc(C)cc1)OC,3.62,qqq
